test_id,vehicle_id,test_date,test_class_id,test_type,test_result,test_mileage,postcode_area,make,model,colour,fuel_type,cylinder_capacity,first_use_date
702452579,1205588526,2020-01-02,4,NT,F,98503,GU,VOLKSWAGEN,POLO,SILVER,DI,1400,2006-10-12
696032777,593728062,2020-01-02,4,NT,F,123578,TN,RENAULT,CLIO,BLUE,PE,1149,2005-04-11
516282175,956228314,2020-01-02,4,NT,PRS,121268,TS,CITROEN,GRAND C4 PICASSO,GREY,DI,1598,2008-12-05
747638947,15112098,2020-01-02,4,NT,PRS,205644,CV,FORD,FOCUS,RED,PE,1596,2001-03-23
1641117219,1494330096,2020-01-02,4,NT,P,86895,SL,BMW,116,GREY,PE,1995,2005-01-18
523298899,237644531,2020-01-02,4,NT,P,31038,LE,LAND ROVER,RANGE ROVER EVOQUE,BLACK,DI,2179,2015-06-05
4699317,1363045876,2020-01-02,4,NT,P,27306,PO,HYUNDAI,I10,RED,PE,1248,2010-01-19
1438773433,1334541244,2020-01-02,7,NT,P,154227,L,LDV,MAXUS,WHITE,DI,2499,2006-06-19
1690185507,317186712,2020-01-02,4,NT,P,90631,LD,MINI,MINI,RED,PE,1598,2001-12-01
911415141,1211583420,2020-01-02,4,NT,P,36253,GL,HONDA,JAZZ,RED,PE,1339,2011-09-06
1010347613,41222690,2020-01-02,4,NT,P,53366,TW,MERCEDES-BENZ,E,SILVER,DI,2143,2011-01-25
1888050451,1045293817,2020-01-02,4,NT,P,12836,BS,SEAT,IBIZA,WHITE,PE,1390,2014-03-26
54165553,1112357133,2020-01-02,4,NT,P,21070,NW,VAUXHALL,ZAFIRA,GREY,PE,1364,2016-03-21
1476195961,764032977,2020-01-02,7,RT,P,96758,M,FORD,TRANSIT,WHITE,DI,2198,2014-10-30
1401001737,1089536492,2020-01-02,4,NT,P,174386,WS,BMW,3 SERIES,BLACK,DI,2926,2007-03-02
882203181,1435571459,2020-01-02,4,NT,P,34798,PO,FORD,KUGA,WHITE,DI,1997,2016-09-13
31572369,797854081,2020-01-02,4,NT,P,122940,LE,VAUXHALL,ADAM,BLUE,PE,1398,2013-07-16
199827405,1102783022,2020-01-02,4,NT,P,125213,ME,FORD,S-MAX,SILVER,DI,1997,2010-10-22
1052996099,1113766988,2020-01-02,4,NT,P,108131,SS,RENAULT,MEGANE,BLACK,DI,1461,2010-03-26
305577627,178462930,2020-01-02,4,NT,P,75304,SG,AUDI,TT,WHITE,PE,1984,2011-01-27
1273056279,783918401,2020-01-02,4,NT,F,60332,RH,PEUGEOT,208,BLACK,PE,1200,2014-03-31
240136983,196731086,2020-01-02,4,NT,P,34034,M,VAUXHALL,COMBO,RED,DI,1248,2010-03-29
1109280085,1154729658,2020-01-02,4,NT,F,55137,LU,VAUXHALL,CORSA,SILVER,PE,1229,2011-12-13
1847740873,823066430,2020-01-02,4,NT,P,108733,SM,VOLKSWAGEN,GOLF,SILVER,DI,1896,2007-02-21
1227869911,131300834,2020-01-02,4,NT,P,28715,OX,NISSAN,MICRA,SILVER,PE,1240,2006-03-07
1717456507,1263267315,2020-01-02,3,NT,F,17801,KT,PIAGGIO,MP3 SPORT TOURING LT 500,BLACK,PE,493,2013-10-24
1414438263,1478646722,2020-01-02,4,NT,P,100577,PO,CITROEN,C3,RED,PE,1124,2004-06-30
1456688801,1476900425,2020-01-02,4,NT,P,62429,CF,AUDI,A4,BLACK,DI,1968,2013-01-17
1158348373,1106397160,2020-01-02,4,NT,F,67091,BD,HONDA,JAZZ,BLUE,PE,1339,2007-11-19
1250463095,1404443244,2020-01-02,4,NT,P,50197,NE,VAUXHALL,INSIGNIA,WHITE,DI,1956,2012-04-18
1580354391,290267113,2020-01-02,4,NT,P,50401,NR,VOLVO,V40,BLUE,PE,1596,2013-01-16
1030402915,181922934,2020-01-02,4,NT,F,141399,WF,LAND ROVER,FREELANDER,BLACK,DI,1951,2005-02-08
482989321,662646876,2020-01-02,4,NT,P,26669,IP,FIAT,PANDA,BLUE,PE,1242,2007-09-29
1699342165,735398860,2020-01-02,4,NT,P,193819,SG,VAUXHALL,VIVARO,WHITE,DI,1995,2010-03-31
691553935,627721883,2020-01-02,4,NT,P,82745,LU,VAUXHALL,ASTRA,BROWN,DI,1598,2016-06-22
47347803,1093559745,2020-01-02,4,NT,P,61163,GU,NISSAN,JUKE,RED,PE,1197,2015-06-30
1939656621,13238828,2020-01-02,4,NT,P,76371,PL,TOYOTA,YARIS,BLACK,DI,1364,2011-03-31
63123237,643513329,2020-01-02,4,NT,F,34703,DE,PEUGEOT,208,GREY,PE,1200,2017-01-31
626312265,913633014,2020-01-02,4,NT,P,79932,CR,JEEP,GRAND CHEROKEE HEMI LTD A,BLACK,PE,5654,2006-03-31
720566921,1066811125,2020-01-02,4,NT,P,47507,CV,VOLKSWAGEN,POLO,BLACK,PE,999,2014-11-18
1867796175,744255400,2020-01-02,4,NT,F,125218,RH,NISSAN,QASHQAI,SILVER,PE,1997,2007-11-03
967699127,576552626,2020-01-02,4,NT,F,66531,NG,VOLKSWAGEN,POLO,BLUE,PE,1198,2008-03-01
399832283,652065677,2020-01-02,4,NT,P,29804,SW,LEVC,TX VISTA COMFORT PLUS,BLACK,HY,1477,2018-06-29
58445421,1121386831,2020-01-02,4,NT,P,20587,ME,FORD,B-MAX,WHITE,PE,998,2015-01-14
1209954543,100997762,2020-01-02,4,NT,P,138650,IP,MINI,MINI,SILVER,PE,1598,2004-04-02
1535565971,765142969,2020-01-02,4,NT,P,98976,SE,LONDON TAXIS INT,TX4,BLACK,DI,2499,2014-10-29
723104803,1317036468,2020-01-02,2,NT,F,,PE,YAMAHA,YZ 426,BLUE,PE,426,2003-01-06
1519790537,1299710525,2020-01-02,4,NT,P,61580,TN,HYUNDAI,I30,GREY,PE,1396,2013-02-01
1629621653,1109951894,2020-01-02,4,NT,F,71287,OX,CITROEN,BERLINGO,RED,DI,1868,2006-10-31
1075191335,1284819486,2020-01-02,4,NT,P,145414,RH,MERCEDES,E 300,SILVER,DI,2996,1998-12-31
128563881,549063879,2020-01-02,4,NT,P,49169,ME,FORD,MONDEO,BLACK,DI,1997,2013-01-07
1344916725,767549474,2020-01-02,4,NT,F,118092,NR,VAUXHALL,COMBO,WHITE,DI,1686,2004-03-31
538875359,1324375921,2020-01-02,4,NT,P,37617,SK,AUDI,A1,RED,PE,1395,2015-09-25
592820437,1183400593,2020-01-02,4,NT,P,16266,SS,NISSAN,QASHQAI,BLACK,DI,1461,2017-01-11
615413621,259066826,2020-01-02,4,NT,P,71959,GU,VAUXHALL,CORSA,BLACK,PE,998,2010-01-08
1719795415,141196525,2020-01-02,4,NT,P,36408,NN,VAUXHALL,ASTRA,SILVER,DI,1598,2017-01-04
1138094097,1212847271,2020-01-02,4,NT,P,23561,CM,VAUXHALL,VIVARO,GREY,DI,1598,2014-11-24
292141101,1231923760,2020-01-02,4,NT,P,129838,DE,SEAT,LEON,YELLOW,DI,1968,2008-08-22
1261958661,856677023,2020-01-02,4,NT,P,13691,BN,VAUXHALL,VIVARO,WHITE,DI,1598,2016-07-26
1385425277,1497028270,2020-01-02,4,NT,P,43511,KT,VOLKSWAGEN,GOLF,RED,DI,1968,2012-01-11
271886825,1370472458,2020-01-02,4,NT,P,42914,CO,AIXAM,CROSSLINE,BLACK,PE,505,2008-06-05
150560143,1233351221,2020-01-02,4,NT,P,26202,PE,VAUXHALL,MOKKA,BLUE,DI,1598,2016-10-03
1144911847,358950745,2020-01-02,7,NT,P,22482,TS,MERCEDES-BENZ,SPRINTER,WHITE,DI,2143,2016-04-27
166335577,758182516,2020-01-02,4,RT,P,96485,DE,PEUGEOT,207,BLACK,PE,1360,2009-10-01
1297590423,1219554552,2020-01-02,4,NT,F,89397,TN,HONDA,CR-Z,WHITE,PE,1497,2010-11-04
682397277,1125724714,2020-01-02,4,NT,P,98883,CV,MITSUBISHI,SHOGUN,GREY,DI,3200,2006-12-31
74220855,723742597,2020-01-02,4,NT,P,18525,ME,NISSAN,QASHQAI,BLACK,PE,1198,2015-01-14
1627481719,113754339,2020-01-02,4,NT,P,75515,EX,TOYOTA,AVENSIS,GREY,DI,1995,2012-12-21
1912783569,685141014,2020-01-02,4,NT,P,61700,NR,LAND ROVER,RANGE ROVER EVOQUE,GREY,PE,1999,2011-09-05
1654553745,643395542,2020-01-02,4,NT,P,73685,AL,MERCEDES-BENZ,S,SILVER,DI,2987,2008-12-12
736740303,522546771,2020-01-02,4,NT,F,110054,LN,FORD,FOCUS,WHITE,DI,1560,2013-02-19
1306548107,862858221,2020-01-02,4,NT,P,77090,B,LAND ROVER,DISCOVERY,BLACK,DI,2993,2011-04-14
1353476461,349552717,2020-01-02,7,NT,PRS,52501,BH,MERCEDES-BENZ,SPRINTER,BLUE,DI,2143,2016-01-29
83178539,994516446,2020-01-02,4,NT,P,91620,LD,MAZDA,3,SILVER,DI,1560,2007-11-20
611531701,461559882,2020-01-02,4,RT,P,129582,BS,NISSAN,QASHQAI,SILVER,DI,1461,2007-09-10
770033157,1048302271,2020-01-02,4,NT,P,48431,WV,FORD,KA,BLACK,PE,1242,2015-11-25
1540840709,1195581803,2020-01-02,4,NT,P,149943,S,CITROEN,BERLINGO,BLACK,DI,1560,2015-12-31
256111391,399915934,2020-01-02,4,NT,P,31741,N,FIAT,DUCATO,WHITE,DI,2287,2007-01-27
1864511177,741643566,2020-01-02,4,RT,P,65780,NG,KIA,SORENTO,SILVER,DI,2497,2008-06-12
381717941,198810003,2020-01-02,7,NT,PRS,113703,HP,VOLKSWAGEN,CRAFTER,WHITE,DI,1968,2014-01-28
537133373,12911782,2020-01-02,4,RT,P,129792,BS,BMW,3 SERIES,SILVER,DI,1995,2006-12-21
807256711,1230178100,2020-01-02,4,RT,P,114894,ST,NISSAN,PATHFINDER,BLACK,DI,2488,2009-01-22
1685905639,1012616287,2020-01-02,4,NT,F,58913,SR,FORD,FOCUS,GREY,DI,1560,2015-01-31
1097983493,1022209429,2020-01-02,4,NT,P,33188,CM,FORD,FOCUS,SILVER,PE,998,2013-07-31
1225729977,847119041,2020-01-02,4,NT,P,72627,DN,VAUXHALL,VIVARO,WHITE,DI,1598,2015-12-31
1598468733,1408680222,2020-01-02,4,NT,P,66687,BS,VAUXHALL,MERIVA,BLACK,PE,1364,2010-01-31
363802573,570428870,2020-01-02,4,NT,P,33925,SK,VAUXHALL,CORSA,RED,PE,1229,2007-01-03
530116649,905898990,2020-01-02,4,NT,P,16643,WD,TOYOTA,PRIUS,GREY,HY,1798,2011-11-04
1508692919,98646071,2020-01-02,4,NT,P,7957,RM,MERCEDES-BENZ,S,BLUE,DI,2987,2017-09-29
949584785,1454679264,2020-01-02,4,NT,F,64726,GU,PEUGEOT,107,BLACK,PE,998,2008-01-25
1104602269,881803119,2020-01-02,4,NT,P,32570,N,FORD,FIESTA,BLUE,PE,1388,2012-11-23
880063247,239085181,2020-01-02,4,NT,P,4237,CM,SKODA,ROOMSTER,BLUE,PE,1197,2014-01-30
1843063057,478372830,2020-01-02,4,NT,F,156637,WS,LAND ROVER,FREELANDER,SILVER,DI,1951,2005-12-30
177632169,387080604,2020-01-02,4,NT,F,96402,RG,VAUXHALL,ASTRA,SILVER,PE,1364,2007-03-13
1975686331,888076166,2020-01-02,4,NT,F,88744,YO,VAUXHALL,ASTRA,SILVER,PE,1598,2006-04-30
1065486535,644030240,2020-01-02,4,RT,P,62545,BS,SKODA,OCTAVIA,BLACK,PE,1781,2002-03-19
255912417,1342688633,2020-01-02,4,NT,P,75262,PE,FORD,FIESTA,GREY,PE,998,2014-03-03
1845202991,792300769,2020-01-02,4,NT,P,48049,B,VOLKSWAGEN,PASSAT,BLACK,DI,1968,2016-01-04
144737263,485689422,2020-01-02,4,RT,P,157047,RG,VOLVO,XC90,BLACK,DI,2401,2006-01-17
18135843,170703497,2020-01-02,4,NT,P,44371,ME,VOLKSWAGEN,GOLF,GREY,DI,1598,2013-12-30
954262601,115963146,2020-01-02,4,NT,P,63309,MK,MINI,MINI,RED,DI,1364,2012-02-19
29631409,796555924,2020-01-02,4,NT,P,84776,PO,TOYOTA,YARIS,SILVER,PE,1299,2005-04-28
933809351,1288834732,2020-01-02,4,NT,P,111625,NG,JAGUAR,X-TYPE,BLUE,DI,2200,2009-12-07
312196403,737378385,2020-01-02,4,NT,P,28893,MK,PEUGEOT,2008,BLACK,PE,1200,2015-01-22
1645795035,321278822,2020-01-02,4,NT,P,70972,CF,FORD,FIESTA,SILVER,PE,1242,2012-01-26
1470921223,1455322504,2020-01-02,4,NT,F,90797,CH,SKODA,OCTAVIA,WHITE,PE,1390,2006-01-26
393014533,414615363,2020-01-02,4,NT,P,5055,NG,FORD,FOCUS,RED,PE,1498,2017-01-10
1205873649,1158969018,2020-01-02,4,NT,P,84128,SE,BMW,525,SILVER,DI,2497,2006-12-22
107712683,315726799,2020-01-02,4,NT,P,54643,RG,SKODA,FABIA,SILVER,PE,1197,2016-01-21
1479281985,1456819431,2020-01-02,4,NT,P,952,CV,FORD,MUSTANG,RED,PE,4951,2017-01-03
823978235,1343377841,2020-01-02,4,NT,P,37057,SO,VOLKSWAGEN,POLO,SILVER,PE,1197,2015-01-21
1957770963,220175182,2020-01-02,4,NT,P,79931,SK,PEUGEOT,3008,GREY,DI,1560,2011-01-28
356984823,709168628,2020-01-02,4,NT,F,174301,OX,BMW,3 SERIES,SILVER,DI,1995,2005-01-26
496226873,19448280,2020-01-02,4,NT,P,96137,GU,RENAULT,SCENIC,RED,PE,1397,2010-06-29
772173091,1219366228,2020-01-02,4,NT,PRS,116853,GL,MERCEDES-BENZ,A,BLACK,PE,1598,2004-01-21
877724339,1465506085,2020-01-02,4,NT,P,25760,SS,CITROEN,BERLINGO,GREY,DI,1560,2015-03-10
1252603029,375718434,2020-01-02,4,NT,F,44203,ME,VAUXHALL,MERIVA,SILVER,PE,1598,2007-02-16
415408743,684559451,2020-01-02,4,NT,P,56637,LL,HONDA,ACCORD,GREY,DI,2199,2015-01-09
1340238909,82721332,2020-01-02,4,NT,P,129319,N,TOYOTA,HILUX,CREAM,PE,2700,1995-12-31
446959611,335999237,2020-01-02,4,NT,P,22902,CM,VOLKSWAGEN,POLO,GREY,PE,1197,2017-01-26
1780359269,1473131625,2020-01-02,4,NT,P,68318,CB,MERCEDES,C 180,BLUE,PE,1595,2014-01-08
1614443141,1169835624,2020-01-02,4,NT,P,116621,BA,BMW,525,BLACK,DI,2497,2008-03-26
76360789,345864321,2020-01-02,4,NT,PRS,84520,CB,FORD,TRANSIT,BLUE,DI,2198,2013-12-04
558930661,295406286,2020-01-02,4,NT,P,52304,OX,VAUXHALL,ZAFIRA,BLUE,DI,1686,2011-06-10
848512379,772454139,2020-01-02,4,NT,P,54448,HD,VAUXHALL,ASTRA,SILVER,DI,1956,2015-01-06
749778881,658275404,2020-01-02,4,NT,F,116714,NN,HONDA,CIVIC,BLACK,PE,1799,2007-07-18
235857115,825416536,2020-01-02,4,NT,P,66387,IP,NISSAN,MICRA,RED,PE,1275,1994-06-15
1028461955,488515351,2020-01-02,4,NT,F,36364,SS,FORD,FIESTA,BLUE,PE,1242,2015-09-01
826118169,595501687,2020-01-02,4,NT,P,30653,G,NISSAN,JUKE,WHITE,DI,1461,2015-05-27
45008895,424522933,2020-01-02,4,NT,P,107762,CR,HONDA,SPIKE,GREY,PE,1499,2006-10-01
1585032207,372904066,2020-01-02,7,NT,PRS,273616,PO,LDV,MAXUS,RED,DI,2499,2007-05-01
1149589663,372605977,2020-01-02,4,NT,P,75247,NR,NISSAN,QASHQAI,WHITE,DI,1598,2013-06-14
1362832093,18136963,2020-01-02,4,NT,P,99350,L,VOLKSWAGEN,CADDY,WHITE,DI,1598,2013-12-24
637608857,36235066,2020-01-02,4,NT,F,104034,DN,BMW,3 SERIES,GREY,PE,1995,2006-03-23
1111221045,814674036,2020-01-02,4,NT,P,142689,GU,BMW,X3,BLUE,PE,2494,2007-01-18
516481149,338043594,2020-01-02,4,NT,P,94065,SG,VAUXHALL,ASTRA,SILVER,DI,1686,2011-03-14
1232547727,968581944,2020-01-02,4,NT,P,82901,SS,PEUGEOT,308,SILVER,DI,1560,2012-01-25
303039745,1326646484,2020-01-02,4,NT,P,54845,SG,AUDI,S3,SILVER,PE,1984,2012-02-22
1692524415,1492028014,2020-01-02,4,NT,F,82101,TA,CITROEN,BERLINGO,RED,DI,1560,2008-01-31
856523973,1385141034,2020-01-02,4,RT,P,73029,NN,ALFA ROMEO,GIULIETTA,RED,DI,1956,2010-12-30
202166313,855017956,2020-01-02,4,NT,P,91231,BS,VAUXHALL,ZAFIRA,SILVER,PE,1598,2005-12-31
1712977665,118076195,2020-01-02,4,NT,P,60378,SN,SUZUKI,GRAND VITARA,GREY,PE,1586,2012-09-19
635269949,284279241,2020-01-02,4,NT,P,23206,DE,VOLKSWAGEN,BEETLE,BLACK,DI,1968,2015-03-11
1059614875,33505250,2020-01-02,4,NT,P,42973,IP,FORD,FIESTA,BLACK,PE,1388,2010-03-26
1932838871,1039354656,2020-01-02,4,NT,P,62204,ME,TOYOTA,YARIS,SILVER,PE,1329,2011-09-01
507324491,1205660634,2020-01-02,4,NT,PRS,47668,LA,RENAULT,TWINGO,BLACK,PE,1149,2007-11-10
177433195,720628547,2020-01-02,4,NT,P,81583,GU,VOLKSWAGEN,GOLF,BLACK,DI,1598,2013-01-04
1097784519,1336415108,2020-01-02,4,NT,F,68541,NE,VOLKSWAGEN,EOS,BLUE,PE,1390,2009-12-19
613074713,797270375,2020-01-02,4,NT,P,13326,DN,FORD,TRANSIT,BLUE,DI,1995,2017-01-05
1477142051,377281026,2020-01-02,4,NT,P,80658,RG,VAUXHALL,ASTRA,GREY,PE,1598,2009-02-13
648905449,784884213,2020-01-02,4,NT,P,49496,TQ,VAUXHALL,CORSA,SILVER,PE,1229,2015-01-08
1299929331,810591076,2020-01-02,4,NT,P,69726,SE,VAUXHALL,ASTRA,GREEN,PE,1796,2004-07-09
133192917,512455582,2020-01-02,4,NT,P,118725,IG,VOLKSWAGEN,GOLF,GREY,PE,2000,2004-10-13
1373730737,1084055817,2020-01-02,4,NT,F,36520,CA,LAND ROVER,DISCOVERY SPORT,SILVER,DI,1999,2016-06-23
195348563,203791676,2020-01-02,4,NT,P,88031,OX,MINI,MINI,RED,PE,1598,2009-10-01
325632929,740202055,2020-01-02,4,NT,P,58220,CT,PEUGEOT,208,PINK,DI,1398,2014-02-04
581324871,987638823,2020-01-02,4,NT,P,67003,PL,FORD,FIESTA,RED,PE,1242,2014-06-12
1676748981,205201734,2020-01-02,4,NT,P,135199,NR,CITROEN,XSARA,BEIGE,DI,1560,2007-04-24
1825147689,1177308037,2020-01-02,4,NT,P,25467,SS,VAUXHALL,VIVARO,WHITE,DI,1598,2014-12-31
460396137,732917474,2020-01-02,4,NT,P,63496,HR,HONDA,JAZZ,BLUE,PE,1339,2007-06-22
152899051,1325072035,2020-01-02,4,NT,F,52395,PL,VOLVO,XC60,BLACK,DI,2400,2014-11-03
1165365097,895777542,2020-01-02,4,NT,P,61975,RG,VAUXHALL,ASTRA,BLUE,PE,1598,2011-12-31
922711733,201915438,2020-01-02,4,NT,F,67617,GU,FORD,FOCUS C-MAX,GREY,PE,1596,2005-11-24
1344717751,1415773765,2020-01-02,4,NT,PRS,22391,DE,TOYOTA,AYGO,YELLOW,PE,998,2016-09-30
134983683,401985303,2020-01-02,4,NT,P,80104,AL,DACIA,DUSTER,SILVER,DI,1461,2014-03-31
469552795,954850832,2020-01-02,4,NT,P,98336,OX,VAUXHALL,COMBO,RED,DI,1686,2006-05-02
1066233651,362710489,2020-01-02,4,NT,P,42874,NP,CITROEN,C1,RED,PE,998,2016-03-31
451239479,871719937,2020-01-02,4,NT,P,28224,LN,VAUXHALL,VIVARO,SILVER,DI,1598,2015-12-31
1044038415,182242191,2020-01-02,4,NT,P,7634,TN,BMW,125,SILVER,PE,1998,2017-02-01
1804893413,838316041,2020-01-02,4,NT,P,12973,CB,HYUNDAI,I20,WHITE,PE,1368,2017-01-21
159716801,858143625,2020-01-02,4,NT,F,32784,SK,MINI,COOPER,WHITE,DI,1496,2015-09-14
505184557,1013677198,2020-01-02,4,NT,P,90259,SO,BMW,1 SERIES,GREY,DI,1995,2011-01-07
397692349,1217495847,2020-01-02,4,NT,P,42061,IP,RENAULT,TRAFIC,WHITE,DI,1598,2016-12-29
1122318663,1242384292,2020-01-02,4,NT,P,75326,GU,MERCEDES,ML 500,BLACK,DI,4966,2007-11-02
1798473611,388013645,2020-01-02,4,NT,P,23048,E,TOYOTA,AURIS,BLUE,HY,1798,2016-09-16
737735173,918403590,2020-01-02,4,RT,P,206770,NP,MITSUBISHI,OUTLANDER,BLACK,DI,1968,2009-01-30
1174123807,796440758,2020-01-02,4,NT,P,104171,GU,JAGUAR,XF,RED,DI,2993,2010-04-09
233717181,489756283,2020-01-02,4,NT,P,29030,YO,FORD,KA,GREY,PE,1198,2017-01-27
1142572939,482550108,2020-01-02,4,NT,P,142994,SN,VOLKSWAGEN,GOLF,SILVER,DI,1598,2011-03-03
794567301,502044428,2020-01-02,4,NT,F,137786,BH,VOLKSWAGEN,TRANSPORTER,WHITE,DI,1896,2004-12-29
107911657,249927746,2020-01-02,4,NT,P,58206,SO,FORD,KA,RED,PE,1242,2012-01-31
534197543,302369099,2020-01-02,4,NT,F,23052,MK,VOLKSWAGEN,UP,BLACK,PE,999,2015-12-14
1715117599,107101271,2020-01-02,4,NT,P,58651,CV,KIA,SPORTAGE,WHITE,PE,2000,2017-12-31
1214632359,28485145,2020-01-02,4,NT,P,36309,BH,AUDI,A4,WHITE,DI,1968,2017-01-03
711808211,804414214,2020-01-02,4,NT,PRS,137257,TW,BMW,3 SERIES,GREY,PE,2979,2004-12-17
1667990271,991701492,2020-01-02,4,NT,P,27851,DY,VOLKSWAGEN,POLO,RED,PE,1198,2012-07-18
613273687,357031717,2020-01-02,4,NT,P,37540,UB,TOYOTA,AYGO,RED,PE,998,2016-01-07
1230208819,729442492,2020-01-02,4,NT,F,92020,ME,VAUXHALL,CORSA,BLACK,PE,1229,2009-01-13
1309682911,1229082434,2020-01-02,4,RT,P,156574,GL,KIA,SEDONA,BLUE,DI,2902,2007-01-17
938288193,1176352374,2020-01-02,4,NT,PRS,137474,BS,TOYOTA,COROLLA,GREY,PE,1398,2003-05-21
920372825,435392681,2020-01-02,4,NT,P,24974,CM,CITROEN,DS3,WHITE,DI,1560,2014-01-04
49487737,1219935471,2020-01-02,4,NT,F,42402,EX,VAUXHALL,CORSA,SILVER,PE,1229,2013-12-31
698172711,302851400,2020-01-02,4,NT,F,64740,RH,VOLKSWAGEN,POLO,RED,PE,1390,2008-09-16
1187560333,942519998,2020-01-02,4,NT,PRS,91997,SE,TOYOTA,AVENSIS,SILVER,PE,1794,2007-12-28
478112531,1328141000,2020-01-02,4,NT,F,89867,BS,VOLKSWAGEN,GOLF,GREY,PE,1600,2000-08-24
1634299469,819627376,2020-01-02,4,NT,P,183333,DA,PEUGEOT,407,GREY,DI,2179,2006-07-28
13657001,1182327708,2020-01-02,4,NT,PRS,102019,TA,RENAULT,TRAFIC,BLACK,DI,1998,2006-12-01
993626089,973226763,2020-01-02,4,RT,P,48491,NE,VOLKSWAGEN,TIGUAN,WHITE,DI,1968,2014-12-13
835075853,39124850,2020-01-02,4,NT,F,103473,BN,FIAT,PANDA,BLUE,PE,1108,2004-12-22
1070712493,1485468547,2020-01-02,4,NT,P,23595,BA,DACIA,DUSTER,BLUE,DI,1461,2015-12-29
666820817,626302313,2020-01-02,4,NT,F,39340,B,AUDI,A1,RED,DI,1598,2014-03-10
1979966199,579013309,2020-01-02,4,NT,P,56008,B,FORD,KUGA,SILVER,DI,1997,2016-01-06
1099924453,821811932,2020-01-02,4,NT,P,60669,WS,VAUXHALL,CORSA,BLUE,PE,1229,2007-05-29
595159345,219812651,2020-01-02,4,NT,P,19142,WV,AUDI,A5,BLUE,PE,2995,2017-01-06
208037973,1495296364,2020-01-02,4,RT,ABR,,KT,VAUXHALL,ASTRA,SILVER,PE,1598,2004-09-01
832935919,878140733,2020-01-02,4,NT,P,38121,NP,VAUXHALL,ADAM,GREY,PE,1229,2013-12-04
751918815,1323025976,2020-01-02,4,NT,P,122925,SN,FORD,FIESTA,BLUE,PE,1242,2007-12-28
742961131,964726992,2020-01-02,4,NT,P,46643,BS,RENAULT,CLIO,RED,PE,1149,2008-03-15
821838301,1165291674,2020-01-02,4,NT,F,102158,LN,VAUXHALL,ASTRA,SILVER,PE,1598,2006-07-31
1656892653,112361597,2020-01-02,4,NT,P,52583,BS,FORD,KA,RED,PE,1242,2013-05-31
1046178349,1147347748,2020-01-02,4,NT,F,98051,DE,SEAT,LEON,WHITE,DI,1968,2009-10-22
1501875169,1354906820,2020-01-02,4,NT,PRS,60095,LE,FORD,MONDEO,SILVER,DI,1997,2012-01-04
1966529673,337322209,2020-01-02,4,NT,P,41480,GU,AUDI,A3,BLUE,DI,1968,2014-01-02
875783379,1491563238,2020-01-02,4,NT,P,108525,SA,RENAULT,KANGOO,BLUE,DI,1461,2010-10-26
1663909377,136882697,2020-01-02,4,NT,P,36670,WA,SKODA,OCTAVIA,BLUE,PE,1395,2014-01-27
699167581,221088019,2020-01-02,4,NT,ABR,,DN,FORD,FOCUS,BLUE,DI,1560,2013-05-23
1912584595,1105660254,2020-01-02,4,NT,F,84141,PL,CITROEN,C4,BLUE,PE,1360,2006-01-23
1984644015,269263857,2020-01-02,4,NT,P,58386,GU,VOLKSWAGEN,GOLF,SILVER,DI,1598,2012-11-29
760876499,13056346,2020-01-02,4,NT,F,75820,OL,FORD,FOCUS,BLUE,DI,1560,2011-01-24
1697202231,480144551,2020-01-02,4,NT,P,38012,KT,VOLKSWAGEN,POLO,GREY,PE,1198,2014-01-09
929728457,1397157686,2020-01-02,4,NT,P,83307,BN,HONDA,CIVIC,RED,PE,1396,2005-03-01
1843262031,1296496764,2020-01-02,4,NT,P,26074,LE,MERCEDES-BENZ,A,BLUE,DI,1992,2008-12-19
1557960181,41282658,2020-01-02,4,NT,PRS,119736,PE,SEAT,ALHAMBRA,BLACK,DI,1984,2009-10-08
599439213,266077344,2020-01-02,4,NT,P,73704,PO,MINI,MINI,BLUE,DI,1364,2011-06-24
518621083,1462403154,2020-01-02,4,NT,PRS,50894,CH,FORD,FIESTA,BLUE,PE,1242,2011-03-30
435663019,1103186092,2020-01-02,7,NT,P,163136,NP,CITROEN,RELAY,SILVER,DI,2198,2010-05-11
716287053,467010624,2020-01-02,4,NT,F,105208,CO,RENAULT,CLIO,BLACK,PE,1149,2007-04-30
813079591,369385368,2020-01-02,4,NT,P,98263,DN,VOLKSWAGEN,TRANSPORTER,GREY,DI,1968,2012-01-31
1764583835,652873272,2020-01-02,4,NT,F,97845,PO,VAUXHALL,ZAFIRA,GREY,PE,1598,2010-03-01
888821957,1074164419,2020-01-02,4,NT,P,11379,RG,AUDI,Q3,BLUE,PE,1395,2016-12-30
1542383721,1442919063,2020-01-02,4,NT,P,45354,NP,FIAT,500,WHITE,PE,1242,2014-12-30
1883571609,1486949685,2020-01-02,4,NT,P,15800,RG,MITSUBISHI,OUTLANDER,WHITE,HY,1998,2015-01-19
1138293071,883538796,2020-01-02,4,NT,P,41192,NG,TOYOTA,PRIUS,GREY,HY,1798,2011-09-17
1920795163,681743150,2020-01-02,4,RT,P,227605,BD,RENAULT,KANGOO,GREY,DI,1461,2010-11-08
197687471,1261433628,2020-01-02,4,NT,F,145579,SN,BMW,3 SERIES,WHITE,DI,1995,2011-11-14
1850278755,412014764,2020-01-02,4,NT,P,71524,HG,FIAT,DOBLO,WHITE,DI,1248,2007-09-27
